href	name	url	color	vote_result	votes
/vote/79507	(за основу) О проекте порядка работы Государственной Думы на 23 ноября 2012 года	http://vote.duma.gov.ru/vote/79507	green	Принят|За: 372 чел (83%)	Против: 0, Воздержалось: 1
/vote/79509	Предложение деп. Жириновского О проекте порядка работы Государственной Думы на 23 ноября 2012 года	http://vote.duma.gov.ru/vote/79509	red	Отклонен(не набран кворум)	За: 67, Против: 37, Воздержалось: 0
/vote/79511	Пункт 17. вернуть во 2 чтение О проекте федерального закона № 47244-6 "О контроле за соответствием расходов лиц, замещающих государственные должности, и иных лиц их доходам"	http://vote.duma.gov.ru/vote/79511	green	Принят|За: 312 чел (69%)	Против: 0, Воздержалось: 2
/vote/79433	(вернуть во 2 чтение) О проекте федерального закона № 47266-6 "О внесении изменений в отдельные законодательные акты Российской Федерации в связи с принятием Федерального закона "О контроле за соответствием расходов лиц, замещающих государственные должности, и иных лиц их доходам"	http://vote.duma.gov.ru/vote/79433	green	Принят|За: 322 чел (72%)	Против: 0, Воздержалось: 0
/vote/79435	(вернуть во 2 чтение) О проекте федерального конституционного закона № 47238-6 "О внесении изменений в статью 10 Федерального конституционного закона "О Правительстве Российской Федерации"	http://vote.duma.gov.ru/vote/79435	green	Принят|За: 377 чел (84%)	Против: 0, Воздержалось: 0
/vote/79437	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 143350-6 "О внесении изменений в отдельные законодательные акты Российской Федерации по вопросам обязательного пенсионного страхования"	http://vote.duma.gov.ru/vote/79437	green	Принят|За: 325 чел (72%)	Против: 0, Воздержалось: 1
/vote/79439	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 62348-6 "О внесении изменений в статью 263 Федерального закона "Об общих принципах организации законодательных (представительных) и исполнительных органов государственной власти субъектов Российской Федерации" и Трудовой кодекс Российской Федерации" (в части совершенствования порядка подготовки проектов и заключения соглашений на соответствующих уровнях социального партнерства)	http://vote.duma.gov.ru/vote/79439	green	Принят|За: 240 чел (53%)	Против: 0, Воздержалось: 0
/vote/79441	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 64005-6 "О внесении изменений в статью 20.3 Кодекса Российской Федерации об административных правонарушениях и статью 1 Федерального закона "О противодействии экстремистской деятельности" (в части установления ответственности за публичное демонстрирование атрибутики или символики экстремистских организаций)	http://vote.duma.gov.ru/vote/79441	green	Принят|За: 309 чел (69%)	Против: 1, Воздержалось: 0
/vote/79444	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 607441-5 "О внесении изменений в Федеральный закон "О физической культуре и спорте в Российской Федерации" (в части совершенствования деятельности спортивных федераций)	http://vote.duma.gov.ru/vote/79444	green	Принят|За: 330 чел (73%)	Против: 0, Воздержалось: 2
/vote/79446	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 53700-6 "О внесении изменений в Уголовный кодекс Российской Федерации и отдельные законодательные акты Российской Федерации" (в части дифференциации мошенничества на отдельные составы)	http://vote.duma.gov.ru/vote/79446	green	Принят|За: 233 чел (52%)	Против: 0, Воздержалось: 0
/vote/79448	(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 142183-5 "О внесении изменений в Федеральный закон "О народных художественных промыслах" (в части усиления мер государственной поддержки народных художественных промыслов и повышения эффективности их использования)	http://vote.duma.gov.ru/vote/79448	green	Принят|За: 240 чел (53%)	Против: 0, Воздержалось: 0
/vote/79452	О проекте постановления Государственной Думы № 175115-6 "Об изменениях в составах некоторых комитетов Государственной Думы" (о депутатах А.В.Богомазе, А.Ю.Брыксине, В.П.Водолацком)	http://vote.duma.gov.ru/vote/79452	green	Принят|За: 386 чел (86%)	Против: 0, Воздержалось: 0
/vote/79454	О проекте постановления Государственной Думы № 175885-6 "О внесении изменения в постановление Государственной Думы Федерального Собрания Российской Федерации "О проекте федерального закона № 124099-6 "О внесении изменений в статьи 29 и 191 Арбитражного процессуального кодекса Российской Федерации"	http://vote.duma.gov.ru/vote/79454	green	Принят|За: 245 чел (54%)	Против: 0, Воздержалось: 0
/vote/79456	(третье чтение) О проекте федерального закона № 163168-6 "О внесении изменений в Федеральный закон "О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов" (об уточнении параметров федерального бюджета на 2012 год)	http://vote.duma.gov.ru/vote/79456	green	Принят|За: 300 чел (67%)	Против: 148, Воздержалось: 0
/vote/79458	(третье чтение) О проекте федерального закона № 143346-6 "О бюджете Федерального фонда обязательного медицинского страхования на 2013 год и на плановый период 2014 и 2015 годов"	http://vote.duma.gov.ru/vote/79458	green	Принят|За: 249 чел (55%)	Против: 92, Воздержалось: 0
/vote/79460	(третье чтение) О проекте федерального закона № 171189-6 "О внесении изменений в Федеральный закон "О бюджете Федерального фонда обязательного медицинского страхования на 2012 год и на плановый период 2013 и 2014 годов"	http://vote.duma.gov.ru/vote/79460	green	Принят|За: 392 чел (87%)	Против: 0, Воздержалось: 1
/vote/79462	(третье чтение) О проекте федерального закона № 139775-6 "О внесении изменений в статью 150 части второй Налогового кодекса Российской Федерации" (в части освобождения от налогообложения налогом на добавленную стоимость при ввозе культурных ценностей, приобретенных государственными и муниципальными учреждениями)	http://vote.duma.gov.ru/vote/79462	green	Принят|За: 448 чел (100%)	Против: 0, Воздержалось: 0
/vote/79464	(третье чтение) О проекте федерального закона № 143349-6 "О страховых тарифах на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний на 2013 год и на плановый период 2014 и 2015 годов"	http://vote.duma.gov.ru/vote/79464	green	Принят|За: 391 чел (87%)	Против: 0, Воздержалось: 0
/vote/79466	(2 чтение) О проекте федерального закона № 47244-6 "О контроле за соответствием расходов лиц, замещающих государственные должности, и иных лиц их доходам"	http://vote.duma.gov.ru/vote/79466	green	Принят|За: 446 чел (99%)	Против: 0, Воздержалось: 0
/vote/79468	(2 чтение) О проекте федерального закона № 47266-6 "О внесении изменений в отдельные законодательные акты Российской Федерации в связи с принятием Федерального закона "О контроле за соответствием расходов лиц, замещающих государственные должности, и иных лиц их доходам"	http://vote.duma.gov.ru/vote/79468	green	Принят|За: 448 чел (100%)	Против: 0, Воздержалось: 0
/vote/79470	(2 чтение) О проекте федерального конституционного закона № 47238-6 "О внесении изменений в статью 10 Федерального конституционного закона "О Правительстве Российской Федерации"	http://vote.duma.gov.ru/vote/79470	green	Принят|За: 449 чел (100%)	Против: 0, Воздержалось: 0
/vote/79472	(третье чтение) О проекте федерального закона № 139360-6 "О внесении изменений в отдельные законодательные акты Российской Федерации по вопросам выплат за счет средств пенсионных накоплений"	http://vote.duma.gov.ru/vote/79472	green	Принят|За: 244 чел (54%)	Против: 3, Воздержалось: 0
/vote/79474	(третье чтение) О проекте федерального закона № 87407-6 "О создании Североморского районного суда Мурманской области и упразднении некоторых городских судов Мурманской области"	http://vote.duma.gov.ru/vote/79474	green	Принят|За: 242 чел (54%)	Против: 81, Воздержалось: 0
/vote/79476	(третье чтение) О проекте федерального закона № 144546-6 "О внесении изменений в Федеральный закон "Об инновационном центре "Сколково" (в части совершенствования правового регулирования деятельности по созданию и обеспечению функционирования инновационного центра "Сколково")	http://vote.duma.gov.ru/vote/79476	green	Принят|За: 445 чел (99%)	Против: 0, Воздержалось: 0
/vote/79478	О проекте федерального закона № 111064-6 "О ратификации Протокола о внесении изменений и дополнений в Соглашение о некоторых вопросах предоставления обеспечения уплаты таможенных пошлин, налогов в отношении товаров, перевозимых в соответствии с таможенной процедурой таможенного транзита, особенностях взыскания таможенных пошлин, налогов и порядке перечисления взысканных сумм в отношении таких товаров от 21 мая 2010 года"	http://vote.duma.gov.ru/vote/79478	green	Принят|За: 444 чел (99%)	Против: 0, Воздержалось: 0
/vote/79480	О проекте федерального закона № 131023-6 "О ратификации Соглашения о сотрудничестве и взаимопомощи в таможенных делах по вопросам деятельности представительств таможенных служб государств – членов Таможенного союза в рамках Евразийского экономического сообщества"	http://vote.duma.gov.ru/vote/79480	green	Принят|За: 444 чел (99%)	Против: 0, Воздержалось: 1
/vote/79482	(второе чтение) О проекте федерального закона № 143350-6 "О внесении изменений в отдельные законодательные акты Российской Федерации по вопросам обязательного пенсионного страхования"	http://vote.duma.gov.ru/vote/79482	green	Принят|За: 447 чел (99%)	Против: 0, Воздержалось: 0
/vote/79484	(второе чтение) О проекте федерального закона № 62348-6 "О внесении изменений в статью 263 Федерального закона "Об общих принципах организации законодательных (представительных) и исполнительных органов государственной власти субъектов Российской Федерации" и Трудовой кодекс Российской Федерации" (в части совершенствования порядка подготовки проектов и заключения соглашений на соответствующих уровнях социального партнерства)	http://vote.duma.gov.ru/vote/79484	green	Принят|За: 391 чел (87%)	Против: 0, Воздержалось: 0
/vote/79486	(второе чтение) О проекте федерального закона № 134129-6 "О внесении изменений в Трудовой кодекс Российской Федерации и статью 1 Федерального закона "О техническом регулировании" (в части определения понятия профессионального стандарта)	http://vote.duma.gov.ru/vote/79486	green	Принят|За: 297 чел (66%)	Против: 0, Воздержалось: 1
/vote/79488	(второе чтение) О проекте федерального закона № 64005-6 "О внесении изменений в статью 20.3 Кодекса Российской Федерации об административных правонарушениях и статью 1 Федерального закона "О противодействии экстремистской деятельности" (в части установления ответственности за публичное демонстрирование атрибутики или символики экстремистских организаций)	http://vote.duma.gov.ru/vote/79488	green	Принят|За: 388 чел (86%)	Против: 0, Воздержалось: 0
/vote/79490	(3 чтение) О проекте федерального закона № 131826-6 "О внесении изменений в статью 11 Федерального закона "Об организации и о проведении XXII Олимпийских зимних игр и XI Паралимпийских зимних игр 2014 года в городе Сочи, развитии города Сочи как горноклима-тического курорта и внесении изменений в отдельные законодательные акты Российской Федерации" и статью 33335 части второй Налогового кодекса Российской Федерации" (об упрощении процедур выдачи виз для временного персонала, принимающего участие в подготовке и проведении ХХII Олимпийских зимних игр и ХI Паралимпийских зимних игр 2014 года в городе Сочи)	http://vote.duma.gov.ru/vote/79490	green	Принят|За: 389 чел (86%)	Против: 0, Воздержалось: 0
/vote/79492	(3 чтение) О проекте федерального закона № 607441-5 "О внесении изменений в Федеральный закон "О физической культуре и спорте в Российской Федерации" (в части совершенствования деятельности спортивных федераций)	http://vote.duma.gov.ru/vote/79492	green	Принят|За: 389 чел (86%)	Против: 0, Воздержалось: 0
/vote/79494	(3 чтение) О проекте федерального закона № 53700-6 "О внесении изменений в Уголовный кодекс Российской Федерации и отдельные законодательные акты Российской Федерации" (в части дифференциации мошенничества на отдельные составы)	http://vote.duma.gov.ru/vote/79494	green	Принят|За: 339 чел (75%)	Против: 4, Воздержалось: 1
/vote/79496	(первое чтение) О проекте федерального закона № 171846-6 "О внесении изменений в Федеральный закон "О связи" (в части переносимости абонентского номера)	http://vote.duma.gov.ru/vote/79496	green	Принят|За: 432 чел (96%)	Против: 0, Воздержалось: 0
/vote/79498	(первое чтение) О проекте федерального закона № 116795-6 "О внесении изменений в Бюджетный кодекс Российской Федерации в части совершенствования бюджетного процесса и в отдельные законодательные акты Российской Федерации"	http://vote.duma.gov.ru/vote/79498	green	Принят|За: 243 чел (54%)	Против: 52, Воздержалось: 1
/vote/79500	(первое чтение) О проекте федерального закона № 101708-6 "О внесении изменений в статью 53 Уголовного кодекса Российской Федерации и статью 50 Уголовно-исполнительного кодекса Российской Федерации" (в части уточнения порядка отбывания наказания в виде ограничения свободы)	http://vote.duma.gov.ru/vote/79500	green	Принят|За: 429 чел (95%)	Против: 0, Воздержалось: 0
/vote/79502	(первое чтение) О проекте федерального закона № 136871-6 "О внесении изменений в отдельные законодательные акты Российской Федерации по вопросам повышения информационной открытости саморегулируемых организаций"	http://vote.duma.gov.ru/vote/79502	green	Принят|За: 434 чел (96%)	Против: 0, Воздержалось: 1
/vote/79504	(первое чтение) О проекте федерального закона № 142041-6 "О внесении изменений в Федеральный закон "О правовом положении иностранных граждан в Российской Федерации" и признании утратившим силу подпункта "ж" пункта 5 статьи 1 Федерального закона от 19 мая 2010 г. № 86-ФЗ "О внесении изменений в Федеральный закон "О правовом положении иностранных граждан в Российской Федерации" и отдельные законодательные акты Российской Федерации" (об освобождении временно проживающих в Российской Федерации иностранных граждан от обязанности получения разрешений на работу для осуществления трудовой деятельности в Российской Федерации, а также о возможности представления в уполномоченные государственные органы в электронной форме документов, касающихся привлечения к трудовой деятельности в Российской Федерации иностранных граждан, заявленных в качестве высококвалифицированных специалистов или привлекаемых в составы экипажей российских морских судов)	http://vote.duma.gov.ru/vote/79504	green	Принят|За: 420 чел (93%)	Против: 0, Воздержалось: 0
/vote/79382	(за основу) О проекте порядка работы Государственной Думы на 21 ноября 2012 года	http://vote.duma.gov.ru/vote/79382	green	Принят|За: 383 чел (85%)	Против: 0, Воздержалось: 0
/vote/79385	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 163168-6 "О внесении изменений в Федеральный закон "О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов" (об уточнении параметров федерального бюджета на 2012 год)	http://vote.duma.gov.ru/vote/79385	green	Принят|За: 238 чел (53%)	Против: 84, Воздержалось: 2
/vote/79387	(2 чтение таб. 2 отклонённые поправки,поправка № 1) О проекте федерального закона № 163168-6 "О внесении изменений в Федеральный закон "О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов" (об уточнении параметров федерального бюджета на 2012 год)	http://vote.duma.gov.ru/vote/79387	red	Отклонен(не набран кворум)	За: 204, Против: 0, Воздержалось: 0
/vote/79389	(2 чтение таб. 2 отклонённые поправки,поправка № 3) О проекте федерального закона № 163168-6 "О внесении изменений в Федеральный закон "О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов" (об уточнении параметров федерального бюджета на 2012 год)	http://vote.duma.gov.ru/vote/79389	red	Отклонен(не набран кворум)	За: 204, Против: 0, Воздержалось: 0
/vote/79391	(2 чтение таб. 2 отклонённые поправки,поправка № 11) О проекте федерального закона № 163168-6 "О внесении изменений в Федеральный закон "О федеральном бюджете на 2012 год и на плановый период 2013 и 2014 годов" (об уточнении параметров федерального бюджета на 2012 год)	http://vote.duma.gov.ru/vote/79391	red	Отклонен(не набран кворум)	За: 204, Против: 0, Воздержалось: 0
/vote/79393	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 171189-6 "О внесении изменений в Федеральный закон "О бюджете Федерального фонда обязательного медицинского страхования на 2012 год и на плановый период 2013 и 2014 годов" (об изменении основных параметров бюджета)	http://vote.duma.gov.ru/vote/79393	green	Принят|За: 317 чел (70%)	Против: 0, Воздержалось: 1
/vote/79396	(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 59674-6 "О внесении изменения в Воздушный кодекс Российской Федерации" (о реализации международных стандартов по внедрению Государственной программы обеспечения безопасности полетов гражданской авиации)	http://vote.duma.gov.ru/vote/79396	green	Принят|За: 361 чел (80%)	Против: 0, Воздержалось: 0
/vote/79398	(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 139775-6 "О внесении изменений в статью 150 части второй Налогового кодекса Российской Федерации" (в части освобождения от налогообложения налогом на добавленную стоимость при ввозе культурных ценностей, приобретенных государственными и муниципальными учреждениями)	http://vote.duma.gov.ru/vote/79398	green	Принят|За: 238 чел (53%)	Против: 0, Воздержалось: 2
/vote/79400	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 143351-6 "О внесении изменения в статью 1 Федерального закона "О минимальном размере оплаты труда" (о повышении минимального размера оплаты труда)	http://vote.duma.gov.ru/vote/79400	green	Принят|За: 377 чел (84%)	Против: 0, Воздержалось: 0
/vote/79402	(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 139360-6 "О внесении изменений в отдельные законодательные акты Российской Федерации по вопросам выплат за счет средств пенсионных накоплений"	http://vote.duma.gov.ru/vote/79402	green	Принят|За: 310 чел (69%)	Против: 0, Воздержалось: 0
/vote/79404	(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 144546-6 "О внесении изменений в Федеральный закон "Об инновационном центре "Сколково" (в части совершенствования правового регулирования деятельности по созданию и обеспечению функционирования инновационного центра "Сколково")	http://vote.duma.gov.ru/vote/79404	green	Принят|За: 285 чел (63%)	Против: 0, Воздержалось: 0
/vote/79406	О проекте федерального закона № 146684-6 "О ратификации Договора между Российской Федерацией и Чешской Республикой о социальном обеспечении"	http://vote.duma.gov.ru/vote/79406	green	Принят|За: 444 чел (99%)	Против: 0, Воздержалось: 0
/vote/79408	(второе чтение) О проекте федерального закона № 171189-6 "О внесении изменений в Федеральный закон "О бюджете Федерального фонда обязательного медицинского страхования на 2012 год и на плановый период 2013 и 2014 годов" (об изменении основных параметров бюджета)	http://vote.duma.gov.ru/vote/79408	green	Принят|За: 384 чел (85%)	Против: 0, Воздержалось: 0
/vote/79410	(второе чтение) О проекте федерального закона № 155903-6 "О внесении изменений в Закон Российской Федерации "О таможенном тарифе" (об особых формулах расчета ставок вывозных таможенных пошлин на нефть сырую)	http://vote.duma.gov.ru/vote/79410	green	Принят|За: 387 чел (86%)	Против: 0, Воздержалось: 0
/vote/79412	(второе чтение) О проекте федерального закона № 143351-6 "О внесении изменения в статью 1 Федерального закона "О минимальном размере оплаты труда" (о повышении минимального размера оплаты труда)	http://vote.duma.gov.ru/vote/79412	green	Принят|За: 444 чел (99%)	Против: 0, Воздержалось: 0
/vote/79414	(второе чтение) О проекте федерального закона № 60071-6 "О внесении изменения в статью 46 Федерального закона "О Центральном банке Российской Федерации (Банке России)" (в части предоставления Банку России права открывать и вести рублевые корреспондентские счета иностранных центральных (национальных) банков)	http://vote.duma.gov.ru/vote/79414	green	Принят|За: 297 чел (66%)	Против: 87, Воздержалось: 1
/vote/79416	(первое чтение) О проекте федерального закона № 143912-6 "О государственном стратегическом планировании"	http://vote.duma.gov.ru/vote/79416	green	Принят|За: 446 чел (99%)	Против: 0, Воздержалось: 0
/vote/79418	(первое чтение) О проекте федерального закона № 113176-6 "О внесении изменений в Закон Российской Федерации "О недрах" и в статью 55 Водного кодекса Российской Федерации" (в части повышения эффективности управления в области использования и охраны подземных вод)	http://vote.duma.gov.ru/vote/79418	green	Принят|За: 439 чел (98%)	Против: 0, Воздержалось: 0
/vote/79420	(первое чтение) О проекте федерального закона № 137900-6 "О внесении изменения в статью 42 Закона Российской Федерации "О недрах" (о порядке определения сбора за участие в конкурсе (аукционе)	http://vote.duma.gov.ru/vote/79420	green	Принят|За: 435 чел (97%)	Против: 0, Воздержалось: 1
/vote/79422	(первое чтение) О проекте федерального закона № 496165-4 "Технический регламент по безопасности устройств и систем, предназначенных для производства, хранения, транспортировки и использования водорода"	http://vote.duma.gov.ru/vote/79422	red	Отклонен(не набран кворум)	За: 3, Против: 0, Воздержалось: 0
/vote/79424	(первое чтение) О проекте федерального закона № 116616-6 "О внесении изменений в некоторые законодательные акты Российской Федерации" (в части запрета на открытие филиалов иностранных банков)	http://vote.duma.gov.ru/vote/79424	green	Принят|За: 438 чел (97%)	Против: 0, Воздержалось: 0
/vote/79338	(за основу) О проекте порядка работы Государственной Думы на 20 ноября 2012 года	http://vote.duma.gov.ru/vote/79338	green	Принят|За: 374 чел (83%)	Против: 0, Воздержалось: 0
/vote/79340	(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 50368-6 "О внесении изменений в статью 6 Федерального закона "О науке и государственной научно-технической политике" и отдельные законодательные акты Российской Федерации" (в части сохранения в ведении государственных академий наук организаций научного обслуживания и социальной сферы)	http://vote.duma.gov.ru/vote/79340	green	Принят|За: 305 чел (68%)	Против: 0, Воздержалось: 0
/vote/79344	(третье чтение) О проекте федерального закона № 101510-6 "О порядке формирования Совета Федерации Федерального Собрания Российской Федерации"	http://vote.duma.gov.ru/vote/79344	green	Принят|За: 240 чел (53%)	Против: 92, Воздержалось: 1
/vote/79346	(третье чтение) О проекте федерального закона № 109059-6 "О внесении изменений в Федеральный закон "О прожиточном минимуме в Российской Федерации" (об изменении методологии определения прожиточного минимума)	http://vote.duma.gov.ru/vote/79346	green	Принят|За: 237 чел (53%)	Против: 207, Воздержалось: 0
/vote/79348	(второе чтение) О проекте федерального закона № 50368-6 "О внесении изменений в статью 6 Федерального закона "О науке и государственной научно-технической политике" и отдельные законодательные акты Российской Федерации" (в части сохранения в ведении государственных академий наук организаций научного обслуживания и социальной сферы)	http://vote.duma.gov.ru/vote/79348	green	Принят|За: 436 чел (97%)	Против: 0, Воздержалось: 0
/vote/79350	(второе чтение) О проекте федерального закона № 88693-6 "Об упразднении Захаровского районного суда Рязанской области"	http://vote.duma.gov.ru/vote/79350	green	Принят|За: 235 чел (52%)	Против: 91, Воздержалось: 0
/vote/79352	(первое чтение) О проекте федерального закона № 159916-6 "О внесении изменений в Закон Российской Федерации "О статусе судей в Российской Федерации" и другие законодательные акты Российской Федерации в части совершенствования системы оплаты труда судей Российской Федерации, а также признании утратившими силу некоторых законодательных актов Российской Федерации" (о введении существенной дифференциации в оплате труда судей путем увеличения количества квалификационных классов и совершенствования процедуры их присвоения)	http://vote.duma.gov.ru/vote/79352	green	Принят|За: 353 чел (78%)	Против: 3, Воздержалось: 0
/vote/79354	(первое чтение) О проекте федерального закона № 141106-6 "О внесении изменений в статью 19.12 Кодекса Российской Федерации об административных правонарушениях" (об усилении ответственности за передачу либо попытку передачи запрещенных веществ и предметов лицам, содержащимся в учреждениях УИС или изоляторах временного содержания)	http://vote.duma.gov.ru/vote/79354	green	Принят|За: 446 чел (99%)	Против: 0, Воздержалось: 0
/vote/79356	(первое чтение) О проекте федерального закона № 133974-6 "О внесении изменений в некоторые законодательные акты Российской Федерации" (в части урегулирования порядка рассмотрения споров между гражданами, общественными объединениями и органами государственной власти, органами местного самоуправления)	http://vote.duma.gov.ru/vote/79356	green	Принят|За: 299 чел (66%)	Против: 0, Воздержалось: 0
/vote/79358	(первое чтение) О проекте федерального закона № 37918-6 "О внесении изменения в Кодекс Российской Федерации об административных правонарушениях" (в части установления ответственности за неисполнение обязанности по созданию или выделению рабочих мест для трудоустройства инвалидов)	http://vote.duma.gov.ru/vote/79358	green	Принят|За: 441 чел (98%)	Против: 0, Воздержалось: 0
/vote/79360	(первое чтение) О проекте федерального закона № 148166-6 "О внесении изменений в отдельные законодательные акты Российской Федерации в части реализации мер по повышению престижа и привлекательности военной службы по призыву"	http://vote.duma.gov.ru/vote/79360	green	Принят|За: 438 чел (97%)	Против: 0, Воздержалось: 0
/vote/79362	(первое чтение) О проекте федерального закона № 96781-6 "О внесении изменений в Кодекс Российской Федерации об административных правонарушениях" (об усилении ответственности за нарушение порядка рассмотрения обращений граждан должностными лицами)	http://vote.duma.gov.ru/vote/79362	red	Отклонен(не набран кворум)	За: 206, Против: 0, Воздержалось: 0
/vote/79364	(первое чтение) О проекте федерального конституционного закона № 535650-5 "О внесении изменений в статьи 21, 29 и 35 Федерального конституционного закона "О судах общей юрисдикции в Российской Федерации" (в части привлечения судей к дисциплинарной ответственности)	http://vote.duma.gov.ru/vote/79364	red	Отклонен|Против: 1 чел (0%)	За: 0, Воздержалось: 0
/vote/79366	(первое чтение) О проекте федерального закона № 399953-5 "О внесении изменений в Федеральный закон "О санитарно-эпидемиологическом благополучии населения" (по вопросу охраны здоровья граждан в ночное время от вредного шумового воздействия)	http://vote.duma.gov.ru/vote/79366	red	Отклонен(не набран кворум)	За: 59, Против: 0, Воздержалось: 0
/vote/79368	(первое чтение) О проекте федерального закона № 616769-5 "О государственной монополии на производство и оборот этилового спирта"	http://vote.duma.gov.ru/vote/79368	red	Отклонен(не набран кворум)	За: 202, Против: 0, Воздержалось: 0
/vote/79370	(первое чтение) О проекте федерального закона № 645508-5 "О внесении изменения в статью 28.7 Кодекса Российской Федерации об административных правонарушениях" (в части уточнения порядка продления сроков административного расследования)	http://vote.duma.gov.ru/vote/79370	red	Отклонен(не набран кворум)	За: 106, Против: 0, Воздержалось: 0
/vote/79372	(первое чтение) О проекте федерального закона № 82120-5 "О внесении изменений в Кодекс Российской Федерации об административных правонарушениях" (об установлении ответственности за предоставление помещения для незаконного потребления наркотических средств или психотропных веществ)	http://vote.duma.gov.ru/vote/79372	red	Отклонен(не набран кворум)	За: 187, Против: 0, Воздержалось: 0
